ID	HPO_Terms	Diagnostic_Genes
UDN640993	HP:0006695; HP:0006844; HP:0010511; HP:0011276; HP:0001643; HP:0002094; HP:0002705; HP:0003326; HP:0004348; HP:0004626; HP:0005306; HP:0001324; HP:0001388; HP:0001488; HP:0000823; HP:0000927; HP:0000938; HP:0000978; HP:0012378; HP:0000132; HP:0000276; HP:0000341; HP:0000378	PTPN11
UDN977250	HP:0002064; HP:0001251; HP:0001257; HP:0001260; HP:0001270; HP:0001332; HP:0001337; HP:0001347; HP:0001350; HP:0000565; HP:0000639; HP:0002194; HP:0002353; HP:0002509; HP:0002548; HP:0012407; HP:0012705; HP:0012707; HP:0030236; HP:0100543; HP:0000019; HP:0009062; HP:0009830; HP:0011448	DNM1L
UDN265318	HP:0001251; HP:0001266; HP:0001332; HP:0002411; HP:0002650	HTT
UDN228605	HP:0001263; HP:0001290; HP:0001319; HP:0001363; HP:0001382; HP:0001538; HP:0000582; HP:0000586; HP:0000637; HP:0000670; HP:0000921; HP:0000960; HP:0000998; HP:0001212; HP:0003186; HP:0004442; HP:0005817; HP:0005949; HP:0001631; HP:0001643; HP:0001655; HP:0002058; HP:0002162; HP:0002553; HP:0002751; HP:0007481; HP:0008577; HP:0008872; HP:0009623; HP:0009908; HP:0010809; HP:0011067; HP:0011239; HP:0000218; HP:0000248; HP:0000252; HP:0000300; HP:0000303; HP:0000322; HP:0000365; HP:0000369; HP:0000400; HP:0000411; HP:0000431; HP:0000437; HP:0000465; HP:0000475; HP:0000508; HP:0100814; HP:0410018; HP:0011623; HP:0011800; HP:0040019	HNRNPK
UDN583509	HP:0003199; HP:0003202; HP:0003307; HP:0003438; HP:0003445; HP:0006380; HP:0006466; HP:0002136; HP:0012759; HP:0040081; HP:0006844; HP:0007018; HP:0007340; HP:0008944; HP:0009053; HP:0009063; HP:0011399; HP:0001382; HP:0002362; HP:0002515	DYNC1H1
UDN321165	HP:0000577; HP:0000691; HP:0000718; HP:0000729; HP:0000957; HP:0001250; HP:0007018; HP:0007598; HP:0008058; HP:0010864; HP:0001263; HP:0001319; HP:0001321; HP:0006349; HP:0000238; HP:0000377; HP:0001836; HP:0001845; HP:0001848; HP:0002119; HP:0002132	OPHN1
UDN903866	HP:0025575; HP:0001508; HP:0002553; HP:0002719; HP:0002761; HP:0000664; HP:0000678; HP:0000717; HP:0000750; HP:0000957; HP:0001212; HP:0000028; HP:0000278; HP:0000316; HP:0000384; HP:0000407; HP:0000527; HP:0100543; HP:0004209; HP:0004322; HP:0001999; HP:0002019; HP:0002020; HP:0002027; HP:0007018; HP:0010055; HP:0011471	RBBP5
UDN692510	HP:0009088; HP:0010628; HP:0001251; HP:0001272; HP:0001350; HP:0012181; HP:0002015; HP:0002066; HP:0002073; HP:0002354	NPC1
UDN553376	HP:0004325; HP:0002024; HP:0002078; HP:0002133; HP:0002136; HP:0002141; HP:0000126; HP:0000218; HP:0000252; HP:0000280; HP:0000294; HP:0000486; HP:0000505; HP:0000512; HP:0002317; HP:0002359; HP:0002395; HP:0002421; HP:0000565; HP:0000574; HP:0000601; HP:0000639; HP:0000646; HP:0000664; HP:0000717; HP:0000750; HP:0000805; HP:0001166; HP:0001182; HP:0001249; HP:0001250; HP:0001252; HP:0001257; HP:0001263; HP:0001288; HP:0001298; HP:0001326; HP:0001332; HP:0001344; HP:0001382; HP:0001508; HP:0001510; HP:0007010; HP:0009487; HP:0011344; HP:0011443; HP:0011968; HP:0012014; HP:0012448; HP:0012450; HP:0012538; HP:0100022	GABRB2
UDN678692	HP:0012450; HP:0012506; HP:0009916; HP:0010877; HP:0011220; HP:0002020; HP:0002028; HP:0002058; HP:0002136; HP:0002141; HP:0000577; HP:0100512; HP:0001263; HP:0001290; HP:0001344; HP:0001508; HP:0001510; HP:0002607; HP:0002750; HP:0000020; HP:0000160; HP:0000219; HP:0000256; HP:0000316; HP:0000319; HP:0000369	GATAD2B
UDN524425	HP:0000939; HP:0012378; HP:0020110; HP:0025004; HP:0002942; HP:0003282; HP:0003326; HP:0001901	ALPL; NHERF1
UDN711705	HP:0012389; HP:0012469; HP:0002266; HP:0002376; HP:0004691; HP:0000076; HP:0000322; HP:0000400; HP:0006834; HP:0010804; HP:0010819; HP:0011167; HP:0200136; HP:0001252; HP:0001263; HP:0001290	CDKL5
UDN210213	HP:0001644; HP:0005567; HP:0006530; HP:0000121; HP:0006685; HP:0000707	RRAGD
UDN238771	HP:0000846; HP:0001156; HP:0100679; HP:0200055; HP:0001727; HP:0001773; HP:0001943; HP:0002021; HP:0002091; HP:0002654; HP:0002828; HP:0000211; HP:0000486; HP:0000506; HP:0011687; HP:0012368; HP:0100324; HP:0003508; HP:0005781; HP:0008445; HP:0008454; HP:0010885	NEK9
UDN378027	HP:0001763; HP:0100646; HP:0012294; HP:0012772; HP:0040194; HP:0100512; HP:0000294; HP:0002360; HP:0002363; HP:0002494; HP:0002650; HP:0002705; HP:0000709; HP:0000876; HP:0001182; HP:0010558; HP:0011220; HP:0001268; HP:0001388; HP:0003196	RPS6KA3
UDN195171	HP:0000563; HP:0000664; HP:0000956; HP:0001249; HP:0011808; HP:0000218; HP:0000233; HP:0000256; HP:0000286; HP:0000303; HP:0000319; HP:0000340; HP:0000437; HP:0007874; HP:0008872; HP:0009739; HP:0009765; HP:0010747; HP:0001822; HP:0002020; HP:0003763; HP:0002292; HP:0002317; HP:0002318; HP:0001260; HP:0001263; HP:0001513	KAT6B
UDN482486	HP:0012796; HP:0030842; HP:0045084; HP:0000132; HP:0002075; HP:0002076; HP:0002123; HP:0002141; HP:0001260; HP:0001268; HP:0001308; HP:0001310; HP:0001315; HP:0001336; HP:0001349; HP:0002353; HP:0002376; HP:0002465; HP:0000858	KCNC1
UDN631126	HP:0100658; HP:0002754; HP:0003095; HP:0011800; HP:0001369; HP:0001903	IL6ST
UDN679379	HP:0012189; HP:0000219; HP:0000248; HP:0000252; HP:0000411; HP:0000545; HP:0003067; HP:0004322; HP:0006094; HP:0001250; HP:0001263; HP:0001290; HP:0001382; HP:0001385; HP:0001388; HP:0000668; HP:0000677; HP:0000767; HP:0000823; HP:0001249; HP:0007971; HP:0001744; HP:0001762; HP:0001873; HP:0001999; HP:0002151; HP:0002613; HP:0002650; HP:0002750	RNF13
UDN702855	HP:0000256; HP:0000410; HP:0000508; HP:0011342; HP:0011471; HP:0011964; HP:0012450; HP:0040292; HP:0100512; HP:0001250; HP:0001252; HP:0001332; HP:0002938; HP:0003282; HP:0003398; HP:0002359	CHD8
UDN109083	HP:0001643; HP:0002020; HP:0007204; HP:0010536; HP:0010545; HP:0000486; HP:0002376; HP:0002578; HP:0002650; HP:0002870; HP:0001252; HP:0001263; HP:0001273	TBCD
UDN162487	HP:0008513; HP:0030353; HP:0002673; HP:0001508; HP:0002263; HP:0004325; HP:0012506; HP:0012389; HP:0030043; HP:0001382; HP:0000483; HP:0010862; HP:0030190; HP:0002705; HP:0001181; HP:0002205; HP:0008559; HP:0002059; HP:0000347; HP:0002788; HP:0002912; HP:0007979; HP:0001263; HP:0000609; HP:0002472; HP:0001256; HP:0002925; HP:0001342; HP:0008947; HP:0040303; HP:0000276; HP:0000414; HP:0008897; HP:0011452; HP:0025163; HP:0002188; HP:0002365; HP:0002500; HP:0000938; HP:0001763; HP:0002307; HP:0003502; HP:0012766; HP:0025335; HP:0007663; HP:0002786; HP:0000255; HP:0001290; HP:0003397; HP:0012680; HP:0008936; HP:0045082; HP:0002079; HP:0001773; HP:0002360; HP:0011842; HP:0000253; HP:0005432; HP:0000970; HP:0005484; HP:0001344; HP:0006863; HP:0010980; HP:0011352; HP:0002373; HP:0000194; HP:0002119; HP:0012464; HP:0003124; HP:0006254; HP:0000272; HP:0000280; HP:0000545	RNU4-2
UDN744429	HP:0006462; HP:0001249; HP:0031061; HP:0002650; HP:0001263; HP:0001264	COPB2
UDN369194	HP:0012447; HP:0012450; HP:0100021; HP:0100023; HP:0100507; HP:0100716; HP:0100785; HP:0000218; HP:0000243; HP:0000300; HP:0000316; HP:0000341; HP:0000347; HP:0000483; HP:0000486; HP:0002013; HP:0002059; HP:0002070; HP:0002076; HP:0008872; HP:0009911; HP:0010843; HP:0011471; HP:0000718; HP:0001182; HP:0001252; HP:0001263; HP:0001265; HP:0001266; HP:0001298; HP:0001324; HP:0001344; HP:0001385; HP:0002311; HP:0002500; HP:0002540; HP:0002572; HP:0002870; HP:0002883; HP:0003159; HP:0004209	NTNG2
UDN807970	HP:0008751; HP:0008936; HP:0012446; HP:0030891; HP:0001947; HP:0002020; HP:0001257; HP:0001263; HP:0001272; HP:0001276; HP:0001344; HP:0001508; HP:0000787; HP:0001052; HP:0004322; HP:0006532; HP:0002307; HP:0002353; HP:0002360; HP:0002540; HP:0200136	SPTSSA
UDN081808	HP:0001251; HP:0001272; HP:0001310; HP:0001328; HP:0002154; HP:0002355; HP:0002465; HP:0000637; HP:0001249; HP:0003348; HP:0003542; HP:0003648; HP:0100852; HP:0012228; HP:0008551; HP:0002066; HP:0002075; HP:0002080; HP:0002141	NUBPL
UDN741729	HP:0001631; HP:0001642; HP:0001762; HP:0001771; HP:0001773; HP:0001799; HP:0002057; HP:0002119; HP:0012368; HP:0012762; HP:0040016; HP:0002179; HP:0002265; HP:0002421; HP:0002553; HP:0002705; HP:0002747; HP:0002781; HP:0000081; HP:0000160; HP:0000268; HP:0000286; HP:0000316; HP:0000347; HP:0000369; HP:0000426; HP:0000463; HP:0007042; HP:0008436; HP:0008447; HP:0008665; HP:0010781; HP:0011324; HP:0001263; HP:0001276; HP:0001344; HP:0200055; HP:0000609; HP:0001182; HP:0001212; HP:0003196; HP:0004209; HP:0004453; HP:0004482; HP:0006077; HP:0006610	CDK13
UDN302652	HP:0000396; HP:0000463; HP:0000582; HP:0000591; HP:0000958; HP:0000988; HP:0001025; HP:0001081; HP:0011227; HP:0002996; HP:0003565; HP:0003613; HP:0005421; HP:0006203; HP:0100534; HP:0100665; HP:0001643; HP:0001735; HP:0001822; HP:0001903; HP:0001935; HP:0002000; HP:0002018; HP:0002020; HP:0002027; HP:0002072; HP:0002650; HP:0002729; HP:0001369; HP:0012224; HP:0025259; HP:0025289; HP:0045042	DNASE1L3
UDN432514	HP:0001250; HP:0001258; HP:0001263; HP:0001290; HP:0001336; HP:0001508; HP:0012450; HP:0012469; HP:0033454; HP:0000028; HP:0000218; HP:0000276; HP:0000490; HP:0000505; HP:0002987; HP:0003199; HP:0004305; HP:0004322; HP:0006532; HP:0000666; HP:0001182; HP:0001249; HP:0008458; HP:0002186; HP:0002267; HP:0002360; HP:0002540; HP:0002650; HP:0100704	GABRA3
UDN594995	HP:0002069; HP:0002141; HP:0100543; HP:0002174; HP:0002186; HP:0002353; HP:0002354; HP:0002359; HP:0002381; HP:0000713; HP:0000718; HP:0000737; HP:0000739; HP:0000751; HP:0010525; HP:0010864; HP:0001266; HP:0001298	C9orf72
UDN070653	HP:0002365; HP:0000639; HP:0001182; HP:0001250; HP:0010511; HP:0010533; HP:0010844; HP:0011197; HP:0011309; HP:0001845; HP:0001263; HP:0001290; HP:0001302; HP:0012110; HP:0100807	KIF2A
UDN332414	HP:0000750; HP:0010862; HP:0000486; HP:0001251; HP:0001256; HP:0001263; HP:0001272; HP:0001290; HP:0001317; HP:0001321; HP:0002011; HP:0002194	CACNA1A
UDN699833	HP:0002863; HP:0012276; HP:0001369; HP:0000554	GATA2
UDN400826	HP:0001288; HP:0001324; HP:0003202; HP:0006466	ACTN2
UDN201326	HP:0001875; HP:0002652; HP:0002657; HP:0002817; HP:0008873; HP:0009809; HP:0009816; HP:0009824; HP:0011342; HP:0003839; HP:0003848; HP:0003907; HP:0003909; HP:0003911; HP:0003912; HP:0003913; HP:0003949; HP:0003950; HP:0003951; HP:0004015; HP:0004016; HP:0004018; HP:0006385; HP:0000252	TONSL
UDN773027	HP:0003691; HP:0004602; HP:0004755; HP:0008659; HP:0009918; HP:0000175; HP:0000286; HP:0000378; HP:0000470; HP:0000475; HP:0002162; HP:0002843; HP:0001852; HP:0001347; HP:0012385; HP:0100512	TBX2
UDN948153	HP:0002360; HP:0001965; HP:0001263; HP:0010864; HP:0003508; HP:0004322; HP:0005484; HP:0000718; HP:0001007	TTI1
UDN488692	HP:0002058; HP:0002069; HP:0001250; HP:0001263; HP:0001290; HP:0000218; HP:0011923; HP:0030095; HP:0000555; HP:0000565; HP:0000750; HP:0003429; HP:0003458; HP:0008314; HP:0010862; HP:0011153; HP:0100807	TBCK
UDN444327	HP:0001510; HP:0000739; HP:0000787; HP:0000829; HP:0003159; HP:0004322; HP:0005263; HP:0005609; HP:0009797; HP:0000365; HP:0001744; HP:0001875; HP:0001890; HP:0001903; HP:0002013; HP:0002024; HP:0002028; HP:0002901; HP:0100512; HP:0100633; HP:0410019; HP:0011675; HP:0011892; HP:0012203; HP:0012405; HP:0012432; HP:0012609; HP:0100502	AIRE
UDN882683	HP:0000664; HP:0000717; HP:0001182; HP:0004299; HP:0005707; HP:0006184; HP:0001611; HP:0001629; HP:0001631; HP:0001999; HP:0002020; HP:0007018; HP:0010511; HP:0010747; HP:0010832; HP:0011003; HP:0011469; HP:0012395; HP:0030148; HP:0000176; HP:0000193; HP:0000219; HP:0000286; HP:0000319; HP:0000325; HP:0000403; HP:0000431; HP:0000486; HP:0000506; HP:0001263; HP:0001287	KMT2C
UDN135254	HP:0011003; HP:0004325; HP:0001385; HP:0001382; HP:0001273; HP:0001647; HP:0009889; HP:0000601; HP:0000347; HP:0004322; HP:0030081; HP:0001263; HP:0004582; HP:0006970; HP:0000938; HP:0002679; HP:0008936; HP:0000341; HP:0002079; HP:0007068; HP:0002119; HP:0000565	RNU4-2
UDN350271	HP:0030051; HP:0003236; HP:0003324; HP:0003560; HP:0003701; HP:0003707; HP:0004303	SGCA
UDN220331	HP:0100658; HP:0100785; HP:0100807; HP:0000565; HP:0000952; HP:0000960; HP:0001152; HP:0001182; HP:0001250; HP:0001263; HP:0001332; HP:0001344; HP:0001508; HP:0001531; HP:0012378; HP:0012757; HP:0012762; HP:0003270; HP:0004209; HP:0005469; HP:0000190; HP:0000218; HP:0000248; HP:0000252; HP:0000278; HP:0000341; HP:0000347; HP:0000368; HP:0000484; HP:0000486; HP:0001601; HP:0001612; HP:0001649; HP:0001864; HP:0002019; HP:0002094; HP:0007687; HP:0008936; HP:0008947; HP:0010624; HP:0011210; HP:0011227; HP:0011327; HP:0011471; HP:0002267; HP:0002375; HP:0002421; HP:0002533; HP:0002540; HP:0002572; HP:0002870; HP:0002871; HP:0002878	UNC80
UDN034899	HP:0002566; HP:0001357; HP:0100703; HP:0001250; HP:0004305; HP:0001508; HP:0000076; HP:0001643; HP:0012389; HP:0012736; HP:0001320; HP:0001642; HP:0001655; HP:0003270; HP:0010808; HP:0002015; HP:0002353; HP:0000639; HP:0002579; HP:0000023; HP:0011471; HP:0002580; HP:0000463; HP:0011800; HP:0002457; HP:0000737; HP:0000126; HP:0000508; HP:0000577; HP:0100704; HP:0011968; HP:0002000; HP:0008936; HP:0030260; HP:0002360; HP:0004800; HP:0001188; HP:0000280; HP:0008070	PIGQ
UDN560937	HP:0002282; HP:0002360; HP:0002376; HP:0002421; HP:0002673; HP:0002705; HP:0002120; HP:0002133; HP:0011842; HP:0012736; HP:0012765; HP:0025177; HP:0025373; HP:0000637; HP:0000678; HP:0000817; HP:0000252; HP:0000496; HP:0002909; HP:0003487; HP:0004322; HP:0004349; HP:0004891; HP:0005518; HP:0001290; HP:0001315; HP:0001336; HP:0001337; HP:0001488; HP:0001531; HP:0006801; HP:0007359; HP:0008872; HP:0010845; HP:0010877; HP:0010967; HP:0011182; HP:0100716; HP:0100750; HP:0200136	MECP2
UDN103475	HP:0002360; HP:0100704; HP:0001250; HP:0001252; HP:0001332	CDKL5
UDN795876	HP:0001763; HP:0001814; HP:0001837; HP:0002091; HP:0000957; HP:0001252; HP:0001288; HP:0001324; HP:0001508; HP:0009046; HP:0100614; HP:0011675; HP:0011968; HP:0012101; HP:0002910; HP:0002938; HP:0003198; HP:0003236; HP:0003237; HP:0003391; HP:0003551; HP:0003691; HP:0003701; HP:0003722; HP:0003749; HP:0004325; HP:0004396; HP:0002515; HP:0002650	LMNA
UDN851961	HP:0001631; HP:0001852; HP:0003199; HP:0003691; HP:0004602; HP:0005280; HP:0005359; HP:0000637; HP:0000768; HP:0000902; HP:0000912; HP:0000248; HP:0000325; HP:0000369; HP:0000378; HP:0000437; HP:0000470; HP:0000475; HP:0012385; HP:0100333; HP:0100334; HP:0009918; HP:0010812; HP:0011342; HP:0100646; HP:0200021; HP:0002162; HP:0002286; HP:0002650	TBX2
UDN359047	HP:0009916; HP:0010747; HP:0002910; HP:0004322; HP:0006114; HP:0002406; HP:0002487; HP:0030001; HP:0030044; HP:0034295; HP:0100021; HP:0001250; HP:0001252; HP:0001263; HP:0001284; HP:0000252; HP:0000494; HP:0000508; HP:0000527; HP:0001773	NGLY1
UDN638651	HP:0001257; HP:0001276; HP:0001348; HP:0001385; HP:0012469; HP:0012736; HP:0002015; HP:0002059; HP:0002123; HP:0100704; HP:0005484; HP:0000543; HP:0002376; HP:0002870; HP:0000648	TRAPPC4
UDN171568	HP:0003198; HP:0033044; HP:0001252; HP:0001263; HP:0000565; HP:0002376; HP:0000540	PLA2G6
UDN523294	HP:0001271; HP:0001324; HP:0000939; HP:0007141; HP:0009830; HP:0000011; HP:0000408; HP:0002344; HP:0002756	ACOX1
UDN453187	HP:0000565; HP:0001249; HP:0006895; HP:0010819; HP:0010821; HP:0011097; HP:0025048; HP:0001954; HP:0002069; HP:0002307; HP:0002384; HP:0003429; HP:0001251; HP:0001336	MTHFS
UDN740486	HP:0001025; HP:0011110; HP:0001954; HP:0002829; HP:0100665; HP:0100776	NLRP3
UDN004009	HP:0002066; HP:0002069; HP:0002121; HP:0008830; HP:0010729; HP:0001250; HP:0001251; HP:0001336; HP:0000505; HP:0025190; HP:0030050; HP:0040163; HP:0200085; HP:0002197; HP:0002524; HP:0000646; HP:0000929; HP:0005461	CTSA
UDN936237	HP:0007328; HP:0010829; HP:0000716; HP:0000739; HP:0025382; HP:0030127; HP:0002135; HP:0004315; HP:0004396; HP:0100785; HP:0000164; HP:0000224; HP:0000458	PDGFB
UDN647075	HP:0002509; HP:0002719; HP:0002744; HP:0007165; HP:0007334; HP:0008499; HP:0000577; HP:0000717; HP:0000742; HP:0000964; HP:0001010; HP:0000154; HP:0000316; HP:0000421; HP:0000431; HP:0000455; HP:0000490; HP:0001252; HP:0001263; HP:0100702; HP:0100704; HP:0200056; HP:0410170; HP:0011968; HP:0012469; HP:0012475; HP:0030051; HP:0030854	CDH1
UDN268164	HP:0002194; HP:0000953; HP:0010621; HP:0000325; HP:0001328; HP:0001508; HP:0010863; HP:0004325; HP:0000322; HP:0000929; HP:0004279; HP:0000957; HP:0011345; HP:0011220; HP:0010862; HP:0005461; HP:0000708; HP:0002474; HP:0000252; HP:0000347; HP:0004322; HP:0001770; HP:0001263; HP:0002472; HP:0200055; HP:0000587; HP:0001999; HP:0012703; HP:0008551; HP:0012841; HP:0004415; HP:0012766; HP:0045082; HP:0002538; HP:0001773; HP:0002118; HP:0011352; HP:0001344; HP:0005484; HP:0005709; HP:0000750; HP:0002119	DYRK1A
UDN403445	HP:0003196; HP:0000047; HP:0000256; HP:0000283; HP:0000463; HP:0000514; HP:0001263; HP:0001290; HP:0025104; HP:0025475; HP:0007413	AHDC1
UDN181010	HP:0004322; HP:0004691; HP:0005280; HP:0006610; HP:0030148; HP:0040019; HP:0000028; HP:0000054; HP:0000218; HP:0000286; HP:0000316; HP:0000347; HP:0000368; HP:0000463; HP:0000508; HP:0001631; HP:0002000; HP:0001263; HP:0001290; HP:0001357; HP:0001388; HP:0001510; HP:0002240; HP:0000953; HP:0000973; HP:0007183; HP:0008829; HP:0011081	FAT4
UDN379802	HP:0000712; HP:0003100; HP:0006380; HP:0001263; HP:0001508; HP:0008897; HP:0003273; HP:0012389; HP:0003199; HP:0000938; HP:0000750; HP:0010665; HP:0000473; HP:0003074; HP:0005619; HP:0001943; HP:0002943	MAP2K1
UDN168591	HP:0030147; HP:0001712; HP:0003457; HP:0007338; HP:0000617; HP:0000763; HP:0001251; HP:0001260; HP:0001284; HP:0001310; HP:0002168; HP:0002403	FXN
UDN041319	HP:0002015; HP:0002020; HP:0034649; HP:0001250; HP:0001263; HP:0001276; HP:0002415; HP:0000639; HP:0000256	ASPA
UDN473875	HP:0000739; HP:0000767; HP:0001182; HP:0001249; HP:0004322; HP:0001270; HP:0001382	RPS6KA3
UDN714418	HP:0001634; HP:0005101; HP:0002616; HP:0002650; HP:0000717; HP:0000722; HP:0001187; HP:0001249; HP:0007598; HP:0010044; HP:0010499; HP:0011003	MSL2; POC5
UDN789123	HP:0000938; HP:0005750; HP:0001643; HP:0001824; HP:0002070; HP:0002120; HP:0002123; HP:0002376; HP:0002505; HP:0002533; HP:0002536; HP:0002538; HP:0001260; HP:0001273; HP:0001310; HP:0001317; HP:0001332; HP:0001336; HP:0001347; HP:0012450; HP:0012477; HP:0012703; HP:0012766; HP:0006801; HP:0006855; HP:0006891; HP:0006986; HP:0007371; HP:0008278; HP:0008936; HP:0009879	ADGRV1
UDN671008	HP:0002267; HP:0002353; HP:0001272; HP:0001288; HP:0001290; HP:0001332; HP:0001348; HP:0011344; HP:0011448; HP:0030905; HP:0100022; HP:0000252; HP:0000294; HP:0000340; HP:0000348; HP:0000713; HP:0001601; HP:0002079; HP:0003429; HP:0003785; HP:0005484; HP:0005968	TOMM70
UDN040107	HP:0002307; HP:0002376; HP:0001251; HP:0001252; HP:0001263; HP:0001344; HP:0001620; HP:0000664; HP:0001250; HP:0003808; HP:0005274; HP:0000494; HP:0007413	KCTD7
UDN829005	HP:0001279; HP:0000704; HP:0000821; HP:0000843; HP:0000855; HP:0011675; HP:0012332; HP:0012378; HP:0031284; HP:0033505; HP:0100647; HP:0002148; HP:0002875; HP:0010684; HP:0001698; HP:0001962; HP:0003198; HP:0003201; HP:0003326	ALPL
UDN849959	HP:0006895; HP:0006956; HP:0008619; HP:0011378; HP:0011381; HP:0004209; HP:0004322; HP:0001263; HP:0001321; HP:0012294; HP:0012704; HP:0025313; HP:0040111; HP:0001647; HP:0002079; HP:0000588; HP:0000666; HP:0000028; HP:0000054; HP:0000268; HP:0000322; HP:0000356; HP:0000369; HP:0000372; HP:0000376; HP:0000448	CHD7
UDN368842	HP:0001263; HP:0001298; HP:0001332; HP:0000717; HP:0000964; HP:0002020; HP:0002066; HP:0002067; HP:0002079; HP:0002273; HP:0002280; HP:0002376; HP:0004467; HP:0006808; HP:0007058; HP:0030890; HP:0040083; HP:0100021	EIF2AK2
UDN980498	HP:0003077; HP:0004322; HP:0012032; HP:0031964; HP:0001761; HP:0002069; HP:0002194; HP:0002378; HP:0002608; HP:0007359; HP:0001260; HP:0001288; HP:0001328; HP:0001332; HP:0001397; HP:0000648; HP:0000821; HP:0100813	MT-TK
UDN646625	HP:0000300; HP:0000687; HP:0000750; HP:0002194; HP:0002307; HP:0002342; HP:0001252; HP:0001263; HP:0001344; HP:0010862; HP:0011343; HP:0005306; HP:0002066	ATP6V1A
UDN706995	HP:0000570; HP:0000648; HP:0000750; HP:0000098; HP:0000316; HP:0000545; HP:0003320; HP:0006895; HP:0007165; HP:0008936; HP:0010863; HP:0011098; HP:0011448; HP:0002474; HP:0001263; HP:0001272; HP:0001310; HP:0002061; HP:0002075; HP:0012427; HP:0025163	INTS11
UDN587784	HP:0100647; HP:0100749; HP:0000252; HP:0000322; HP:0012418; HP:0012593; HP:0003388; HP:0003493; HP:0004279; HP:0004789; HP:0002293; HP:0002795; HP:0002829; HP:0001773; HP:0001882; HP:0002046; HP:0002092; HP:0002094; HP:0002110; HP:0000938; HP:0000964; HP:0001058; HP:0001531	ENG
UDN320305	HP:0000256; HP:0000272; HP:0000325; HP:0000486; HP:0000490; HP:0000494; HP:0002123; HP:0000565; HP:0001290; HP:0006863; HP:0010864; HP:0011343	GATAD2B
UDN392282	HP:0000646; HP:0000670; HP:0000739; HP:0000821; HP:0000846; HP:0000960; HP:0001025; HP:0001182; HP:0002953; HP:0004322; HP:0004689; HP:0004789; HP:0005513; HP:0006532; HP:0012766; HP:0040189; HP:0000219; HP:0000252; HP:0000286; HP:0000341; HP:0000419; HP:0000421; HP:0000455; HP:0000486; HP:0000506; HP:0009743; HP:0009879; HP:0011342; HP:0011370; HP:0001902; HP:0002069; HP:0002099; HP:0002119; HP:0001508	DYNC1H1
UDN349447	HP:0001873; HP:0002019; HP:0012115; HP:0000717; HP:0000750; HP:0000957; HP:0001396	CBL
UDN388987	HP:0000028; HP:0008527; HP:0000365; HP:0000316; HP:0001510; HP:0002020; HP:0011788; HP:0010878; HP:0006610; HP:0001273; HP:0010536; HP:0001317; HP:0004887; HP:0000639; HP:0006989; HP:0000252; HP:0001252; HP:0001537; HP:0000978; HP:0000331; HP:0000954; HP:0003429; HP:0001263; HP:0002334; HP:0000587; HP:0008185; HP:0001999; HP:0002500; HP:0012745; HP:0001305; HP:0100539; HP:0008551; HP:0100704; HP:0011968; HP:0011419; HP:0002786; HP:0002870; HP:0001773; HP:0002360; HP:0007068; HP:0002835; HP:0000286; HP:0001274; HP:0000368; HP:0001852; HP:0002871; HP:0004209	DHX9
UDN543587	HP:0001263; HP:0001344; HP:0002119; HP:0002133; HP:0012520; HP:0012762; HP:0030047; HP:0033725; HP:0002384; HP:0500198; HP:0006808; HP:0006895; HP:0008936	GLUL
